word1,word2,word3,count
too,happy,to,8
state,county,and,6
county,and,municipal,5
was,all,i,16
on,that,shit,5
three,hours,to,8
hours,to,the,5
for,the,purposes,9
anne,arundel,county,10
the,purposes,of,11
think,twice,about,13
county,police,chief,8
were,included,in,8
for,the,moment,39
privacy,and,the,5
asked,them,to,12
them,to,perform,5
one,for,you,19
guys,on,the,11
answer,questions,about,16
of,the,ongoing,7
that,person,who,8
and,integrity,of,5
called,into,question,7
is,an,epidemic,5
they,cannot,afford,6
access,to,their,9
world,aids,day,8
me,to,bring,10
letting,me,know,20
threat,to,our,8
our,way,of,6
as,tight,as,8
are,having,trouble,5
revenge,of,the,6
having,trouble,finding,9
why,do,u,9
that,felt,like,6
victory,against,the,10
college,and,university,7
else,is,new,8
up,some,of,29
shook,my,hand,5
that,are,being,15
can,watch,it,5
the,stories,of,24
win,a,game,8
i'll,share,with,5
now,it's,been,6
a,playoff,series,8
since,i,saw,8
movie,it,was,7
learn,from,it,15
saying,to,myself,5
from,it,i,8
feel,like,it's,16
the,rise,in,14
the,biggest,one,8
opportunity,in,the,5
in,the,postseason,31
possibility,of,an,5
in,your,career,7
everything,you,have,9
in,rural,areas,12
it's,a,wonderful,12
to,earn,a,18
will,help,me,16
shift,in,the,17
the,wider,world,5
we,should,look,6
clicked,on,the,5
nor,would,i,7
was,viewed,as,6
at,the,base,24
little,chance,of,6
stop,by,for,15
his,endorsement,of,5
others,who,are,14
never,met,a,10
not,if,you,14
in,public,places,10
we,were,not,18
came,after,the,9
above,all,the,6
more,time,to,57
time,to,develop,8
to,develop,their,7
nite,at,the,5
still,make,it,7
on,the,low,12
the,maricopa,county,7
the,first,african,5
i,can't,figure,5
i'll,buy,a,5
minutes,in,a,6
the,friend,zone,8
the,first,question,11
be,participating,in,18
my,role,model,8
and,i've,been,30
just,figured,out,5
the,first,weeks,5
first,weeks,of,6
weeks,of,the,13
is,less,important,5
with,only,two,10
are,choosing,to,6
shooting,from,the,5
field,in,the,14
can,make,money,5
as,the,two,20
to,their,homes,7
a,sigh,of,10
their,homes,to,5
a,team,this,7
seen,from,the,6
me,all,night,6
the,worst,in,14
they,have,won,7
we,are,with,11
me,im,not,9
owner,of,a,24
the,kitchen,or,8
live,from,the,6
with,the,cleveland,7
the,cleveland,browns,12
is,one,who,14
lest,we,forget,5
who,can,lay,5
can,lay,a,5
lay,a,firm,5
a,firm,foundation,6
is,in,our,14
to,lighten,the,9
more,than,words,8
than,i,know,5
got,it,thanks,8
and,for,his,9
invest,in,the,9
is,if,you,28
insight,into,the,17
for,the,gop,15
it's,not,very,5
the,gop,nomination,13
to,be,believed,10
is,the,baby,6
but,i'm,trying,6
of,the,religious,7
the,pittsburgh,pirates,12
to,stay,awake,11
are,used,in,7
the,same,sentence,12
wake,up,at,19
do,know,that,23
in,five,minutes,10
of,the,internet,39
believe,that,this,18
in,the,ranks,8
the,ranks,of,30
train,in,the,6
years,old,when,9
tomorrow,and,then,6
the,triumph,of,8
and,that,would,26
did,a,pretty,8
good,job,but,5
stops,on,the,6
should,have,mentioned,5
it,was,here,6
here,that,the,5
you,gonna,be,16
get,an,answer,7
the,guinness,world,6
guinness,world,record,7
world,record,for,7
record,for,most,9
my,nose,is,7
great,conversation,with,7
conversation,with,my,7
is,the,winner,7
how,did,it,20
did,it,take,11
nike,hoop,summit,5
at,the,rose,15
the,rose,garden,33
in,el,paso,8
i,think,those,10
for,supporting,us,5
favorite,type,of,8
type,of,music,6
you,to,keep,9
a,world,record,6
god,let,me,5
couldn't,have,done,9
my,stomach,hurt,5
do,we,make,5
is,an,idiot,8
as,they,had,10
to,promote,their,7
you,know,which,8
and,in,some,37
take,from,the,5
the,wealthy,and,7
his,way,into,14
into,the,kitchen,30
hoping,i,can,12
to,start,his,8
to,believe,i,7
problem,to,have,9
was,a,page,5
a,page,of,7
not,be,an,16
of,people,would,7
years,later,after,7
going,to,sxsw,5
half,time,show,5
the,last,hours,20
with,the,community,13
from,the,refrigerator,5
the,refrigerator,and,8
the,of,the,7
to,room,temperature,13
do,we,need,22
don't,plan,to,6
to,catch,her,6
is,so,different,9
you,tell,the,5
have,of,the,6
tell,the,story,22
april,th,pm,5
you,hear,the,21
of,the,picture,14
a,film,is,6
film,is,not,6
one,should,be,18
be,close,to,17
waste,of,a,6
out,and,it,9
a,scene,from,10
with,him,he,21
can,learn,to,9
for,me,i'll,5
a,room,in,6
hall,in,the,6
it,more,difficult,16
work,with,your,5
time,i,met,7
same,thing,with,17
of,the,position,6
a,broken,heart,9
said,they,are,38
they,are,beautiful,7
us,with,a,17
i,spoke,to,19
to,a,political,6
will,compete,for,9
compete,for,the,13
people,are,trying,6
go,watch,it,5
games,will,be,8
afford,to,buy,13
buy,a,house,13
must,take,a,6
i,wasnt,able,7
much,time,at,10
and,learn,how,12
shouts,out,to,9
i,did,what,12
from,the,bay,5
did,what,i,11
a,positive,way,9
on,my,dvr,8
he,had,had,6
for,the,rt's,12
fight,or,flight,9
really,need,it,8
war,with,iran,5
but,he,won't,7
i,tell,ya,15
did,anything,wrong,5
through,the,dark,7
for,it,he,11
to,the,usa,8
the,usa,and,13
feels,a,lot,5
the,kids,they,5
what,they,called,6
shes,going,to,6
all,is,that,5
and,play,and,6
on,to,your,11
for,a,half,10
the,last,to,14
yes,the,same,6
like,to,change,6
meet,at,the,12
at,the,starbucks,5
my,shoulder,and,8
to,become,part,10
my,body,in,5
want,a,tattoo,5
just,took,a,19
april,this,year,5
temperatures,in,the,6
off,and,then,10
i,would,also,27
we,started,this,6
sure,to,have,13
so,that,there,9
that,allows,for,5
is,bad,enough,5
the,good,ole,8
to,think,i,28
last,one,to,6
shot,to,the,10
and,it's,so,15
the,princess,and,7
princess,and,the,5
found,the,one,6
at,the,party,30
in,her,bed,13
for,a,total,25
there,is,reason,5
is,reason,to,5
when,i,grow,11
fought,in,the,5
hopeful,that,we,5
in,and,was,19
seen,over,the,6
a,busy,night,5
my,prayers,go,5
said,and,there,7
prayers,go,out,17
money,to,be,14
be,made,at,6
were,involved,in,24
is,at,stake,13
beyond,his,years,5
to,remember,is,6
remember,is,that,5
that,in,those,6
friday,that,he,12
in,those,days,31
that,he,might,17
the,county,board,5
board,of,elections,6
ten,years,old,6
because,they're,not,6
consistent,with,the,12
with,the,law,22
home,and,they,5
have,his,own,7
show,in,a,9
this,was,one,29
can,you,share,7
of,the,holidays,5
and,possibly,the,9
look,for,it,18
the,two,other,12
tomorrow,thanks,for,5
years,in,which,6
to,be,conscious,5
for,a,game,12
at,all,and,43
of,the,cards,13
not,see,it,7
the,service,at,5
yesterday,at,the,13
was,also,an,6
also,an,opportunity,5
the,children,to,8
is,probably,why,6
lot,about,the,14
them,to,become,7
happy,with,her,7
us,to,take,15
time,off,to,7
them,at,all,16
we'll,be,selling,5
all,year,long,23
with,signs,of,5
one,day,to,13
day,to,spend,5
and,cream,cheese,11
from,you,what,5
chance,of,winning,21
of,winning,the,15
about,the,little,5
outing,of,the,5
have,a,secret,6
the,follow,following,5
there's,no,place,9
for,you,a,7
because,we,both,7
we,both,have,10
else,i,could,5
could,be,but,7
who,are,still,17
only,i,had,11
an,rbi,single,19
having,to,be,15
it,was,perfect,15
the,word,was,9
me,up,like,6
my,boyfriend,and,10
boyfriend,and,i,9
or,is,there,12
that,will,get,15
members,from,the,7
are,serious,about,6
serious,about,it,7
again,as,i,7
a,lady,think,7
lady,think,like,7
a,new,government,6
all,the,books,15
there,i,will,6
the,books,i,13
that,tends,to,7
a,side,effect,10
walk,to,remember,8
side,effect,of,10
of,attending,the,5
to,share,their,29
to,comprehend,the,6
weekend,in,a,6
a,real,difference,5
in,the,comments,54
the,comments,section,18
sat,next,to,8
last,year,has,7
trip,on,the,8
they,had,two,5
thing,with,the,5
and,they,told,8
unusual,for,the,5
about,a,local,5
my,collection,of,8
who,tends,to,6
but,this,week,10
good,how,are,11
this,week,you,8
week,you,can,5
i,kept,telling,6
you,can,print,5
this,picture,is,8
just,not,as,13
try,to,put,16
the,suspension,of,5
the,lid,on,6
feel,so,much,20
his,presidential,campaign,5
you,can,listen,13
year,after,the,20
his,white,house,5
if,theres,one,6
white,house,bid,5
the,staples,center,12
post,about,it,8
have,to,carry,7
everyone,in,your,7
in,your,family,7
but,now,we,12
now,we,get,8
our,way,through,12
to,check,my,11
to,add,that,14
it,is,known,11
slated,to,be,5
to,be,replaced,20
enough,on,the,6
on,the,process,8
we,were,fortunate,6
work,can,be,9
was,built,by,5
by,the,local,11
of,the,bridge,16
and,wake,up,9
laying,in,the,6
for,the,local,15
it's,not,something,15
not,something,we,7
struck,me,as,8
your,dog,is,5
get,my,car,5
it,felt,so,8
like,a,whole,6
first,second,and,5
the,morning,so,7
depending,on,whether,10
on,whether,he,9
he,started,a,6
a,line,or,5
in,he,and,5
them,to,help,8
help,you,do,5
you,do,a,16
it,will,look,12
class,to,the,7
be,said,of,12
and,sharing,the,5
the,implications,of,16
to,tackle,this,9
the,magic,of,20
the,last,weeks,16
the,s,there,5
in,the,guise,7
the,guise,of,14
to,grab,your,8
stuff,in,my,6
of,the,answers,8
when,i,leave,16
me,a,note,7
the,corner,in,6
corner,in,the,6
in,the,fetal,6
just,got,real,12
that,you,might,19
idea,to,have,7
were,a,little,24
lots,to,do,15
in,santa,fe,10
with,an,average,13
to,the,conclusion,27
got,to,try,11
the,conclusion,that,27
to,a,book,6
we,will,definitely,8
nor,do,i,17
will,definitely,try,5
much,more,interesting,7
lot,of,my,27
of,the,market,25
things,about,yourself,5
but,at,a,10
many,pictures,of,6
of,so,many,26
is,obviously,a,12
did,have,to,13
to,sort,through,8
check,back,for,7
with,a,series,18
and,both,the,7
to,climb,a,6
probably,will,be,8
will,be,too,17
i,thought,so,14
i,explain,that,6
is,a,traditional,7
how,it,turns,10
when,u,find,8
in,the,tea,8
now,i,get,19
of,a,home,20
is,no,end,5
all,have,been,12
the,us,a,6
wonder,if,that,6
that,will,bring,15
it,have,you,5
to,recognize,and,6
she,should,have,8
joining,in,on,5
blessed,are,the,7
bump,in,the,13
the,poor,in,5
the,brooklyn,nets,7
different,than,the,17
than,the,us,5
will,be,this,12
at,the,doctors,6
the,doctors,office,7
here,you,go,8
join,the,party,5
go,to,an,11
a,victory,against,9
know,that,one,7
what,was,in,15
store,for,me,8
guess,this,means,5
taking,time,to,10
and,share,your,11
people,who,take,9
lot,of,big,6
per,game,and,18
to,exercise,more,6
expect,it,to,17
of,the,injured,5
to,account,for,21
know,this,sounds,5
in,december,the,20
you,like,us,6
the,second,highest,8
giving,away,a,27
away,a,free,7
i,haven't,done,20
have,a,sense,14
haven't,done,it,6
have,a,say,10
done,it,yet,5
i,do,i'll,6
my,mind,at,6
and,let,your,5
for,the,stars,8
the,stars,and,20
sure,i,had,11
and,beyond,the,11
been,more,than,17
like,that,you,6
of,the,near,7
of,it,on,16
i,never,had,22
that,is,possible,7
a,nearly,million,5
up,too,much,8
he,pointed,out,16
have,been,under,11
the,ipad,and,11
films,such,as,6
a,six,month,6
tended,to,be,6
the,academy,awards,10
about,the,environment,8
to,be,present,18
the,environment,and,28
school,of,rock,6
be,present,at,6
as,one,might,5
one,might,think,6
about,the,only,17
to,get,real,7
on,friday,but,6
as,a,little,13
hahaha,love,you,5
from,the,weekend,9
do,what,he,18
very,sad,day,5
you,know,but,6
don't,think,anybody,6
go,up,and,11
be,spent,on,10
spent,on,the,15
on,the,individual,12
email,that,he,5
i,love,both,5
dog,with,a,5
on,my,personal,13
of,water,on,12
a,key,element,6
year,with,a,12
he,has,spent,7
yes,you,read,9
you,read,that,20
read,that,right,11
said,she,is,27
y,is,it,5
is,willing,to,36
we,had,for,6
enjoy,the,weekend,7
had,for,dinner,5
year,but,it,13
wish,me,a,9
i,swear,the,7
at,times,and,12
exactly,what,i'm,6
listening,to,at,6
at,any,given,22
any,given,moment,7
management,of,the,11
them,with,a,41
of,the,transition,6
knew,what,the,8
want,the,best,11
the,word,on,11
to,bring,out,12
bring,out,the,17
into,the,fourth,9
don't,know,now,5
to,turn,a,18
went,really,well,9
we,won't,have,13
easily,one,of,8
this,bill,is,6
i,stamped,the,14
albums,of,all,5
in,there,the,7
a,death,sentence,5
the,beach,is,8
with,a,copper,5
has,argued,that,6
throw,out,the,7
out,the,first,14
well,there,is,5
that's,because,the,9
they,took,it,8
it,to,other,5
took,it,out,8
may,be,time,7
the,most,prestigious,5
opening,of,the,28
in,the,downtown,11
the,downtown,area,11
in,the,restroom,8
this,method,of,6
the,year,by,11
to,solve,a,8
seconds,of,the,6
officers,involved,in,5
my,view,of,6
the,prosecutors,office,20
a,boy,who,17
on,a,wednesday,16
this,group,of,9
last,week,but,17
feeling,much,better,10
them,like,a,10
much,better,now,11
this,was,their,9
their,version,of,10
just,cant,wait,10
thanks,hope,all,5
looking,at,other,6
be,on,their,10
seconds,into,the,12
in,the,upper,33
corner,of,my,13
effort,to,provide,5
completely,forgot,about,8
want,to,marry,12
the,end,we,22
of,course,what,9
keep,out,of,6
the,issue,on,9
the,ballot,in,12
ballot,in,november,5
in,november,but,9
did,an,amazing,11
as,it's,been,5
with,those,you,6
be,subject,to,19
states,that,it,7
one,to,go,13
with,minutes,seconds,7
is,definitely,on,5
minutes,seconds,left,5
seconds,left,in,19
on,my,radar,8
about,a,million,6
if,you,hate,15
hate,me,i,8
on,about,the,7
does,a,lot,7
to,support,and,12
i,fuckin,love,7
place,to,buy,6
and,an,international,5
with,which,to,8
make,love,to,5
made,it,into,20
the,system,will,6
be,left,with,6
on,tuesday,and,21
what's,your,most,5
and,now,on,8
when,people,call,7
far,we,have,10
decade,ago,the,6
the,king,james,7
the,state,prison,5
thing,you,should,7
had,a,profound,6
a,profound,effect,7
profound,effect,on,8
hope,that,the,27
years,it,will,5
a,little,space,5
but,can't,wait,7
you,should,use,5
th,birthday,today,5
fears,that,the,7
at,least,people,25
people,died,in,6
of,them,when,6
is,it,like,6
more,about,your,13
you,really,can't,5
make,that,a,7
that,a,word,5
is,different,and,10
him,in,and,9
in,and,i,30
math,and,reading,5
i,have,discovered,9
the,outcome,is,7
and,the,power,18
also,do,not,5
not,to,wear,8
the,state,which,10
they,put,a,9
the,million,project,5
project,is,to,5
spending,the,night,12
at,her,house,5
of,the,districts,9
school,students,in,12
in,a,closet,11
to,have,sex,25
sex,with,him,5
my,thanks,to,7
do,live,in,5
way,i,am,18
america,i,have,5
has,been,involved,10
those,kinds,of,13
kinds,of,people,16
any,given,time,11
what,they,might,7
and,and,and,11
its,been,so,13
lately,i've,been,11
from,pm,at,7
i'm,in,need,8
me,happy,i,6
happy,i,know,6
where,i'll,be,12
i'll,be,right,8
don't,live,in,9
and,to,find,10
the,best,possible,22
control,over,the,16
a,long,process,15
on,my,art,5
up,the,show,8
decided,to,just,13
offices,of,the,8
a,certain,time,11
home,from,our,5
when,other,people,6
the,house,version,5
version,of,this,19
you,from,being,5
with,the,person,20
person,you,really,5
unable,to,move,10
look,good,and,5
and,i,ask,5
i,ask,myself,11
is,free,but,7
studying,for,my,6
my,last,final,5
tell,me,it's,5
me,it's,not,8
my,stash,and,7
i,can't,afford,10
can't,afford,it,8
the,image,i,11
i,added,some,18
that,the,club,5
stock,market,is,8
seen,some,of,7
there's,more,to,9
more,to,this,7
you,find,yourself,32
but,i,appreciate,9
find,yourself,in,15
around,the,first,5
at,least,billion,9
not,see,the,16
the,road,ahead,5
them,out,in,10
have,to,dig,6
didnt,know,it,8
you,still,need,12
the,lord,god,11
struggled,to,get,7
and,it,tastes,9
at,the,ballot,8
a,family,that,9
is,the,easy,6
the,easy,part,6
of,going,back,8
back,to,last,8
ill,be,back,9
to,last,season,5
to,buy,into,12
dream,i,was,8
i,was,hanging,7
is,the,hard,5
along,the,lines,31
my,twitter,followers,5
the,lines,of,38
how,to,fix,12
little,did,i,11
come,my,way,6
welcome,i,hope,6
out,of,tune,6
officials,from,the,14
are,good,to,6
good,to,you,10
the,funny,part,5
at,christmas,time,10
time,a,few,11
few,years,back,19
jumped,into,the,11
into,the,conversation,5
a,very,important,35
so,you,just,10
hey,there,you,5
can,we,just,17
is,exactly,how,9
how,you,do,13
now,i,thought,5
game,if,you,5
where,can,we,9
the,labor,department,26
labor,department,said,14
said,friday,that,24
friday,that,the,15
night,we,had,10
we,had,last,10
percent,last,month,6
it,is,worthwhile,5
things,make,me,7
was,not,interested,5
would,take,about,5
chicken,soup,with,7
books,at,the,5
money,and,get,5
a,drop,of,13
ability,to,bring,6
that's,what,a,5
i,was,starting,18
starting,to,wonder,8
the,most,miserable,8
to,wonder,how,7
said,if,the,22
how,come,the,5
in,early,trading,5
will,either,be,10
will,be,faced,5
while,the,other,21
be,faced,with,6
faced,with,the,11
on,the,corner,28
th,we,will,10
the,corner,of,83
will,be,releasing,9
understand,why,they,11
thanks,for,visiting,21
for,visiting,us,6
rt,congratulations,to,7
just,dropped,off,7
them,down,and,10
congratulations,to,on,5
and,urged,the,5
best,new,artist,6
and,the,wine,7
at,the,grammys,7
get,me,and,5
so,did,the,16
lol,shut,up,7
once,one,of,6
stop,texting,me,6
a,streak,of,8
is,seeking,a,10
actually,supposed,to,9
fun,fact,the,5
on,health,care,9
the,heck,i,6
with,all,you,5
first-round,playoff,series,11
all,you,lovely,5
last,season,as,7
trying,to,improve,7
the,color,is,13
thinking,he,was,7
